1703745097,1978,9.850000381
1703745104,2962,9.840000153
1703745108,3458,9.890000343
1703745115,4452,9.93999958
1703745122,5446,9.93999958
1703745125,5943,9.930000305
1703745128,6438,9.920000076
1703745132,6931,9.880000114
1703745135,7424,9.859999657
1703745139,7918,9.869999886
1703745142,8415,9.909999847
1703745145,8914,9.960000038
1703745149,9411,9.960000038
1703745152,9903,9.890000343
1703745156,10403,9.920000076
1703745162,11393,9.899999619
1703745169,12390,9.970000267
1703745173,12883,9.920000076
1703745190,15356,9.829999924
1703745193,15849,9.850000381
1703745200,16839,9.899999619
1703745204,17337,9.909999847
1703745211,18329,9.920000076
1703745221,19818,9.909999847
1703745225,20313,9.949999809
1703745231,21307,9.93999958
1703745235,21804,9.920000076
1703745238,22297,9.899999619
1703745242,22793,9.890000343
1703745248,23782,9.890000343
1703745255,24772,9.899999619
1703745259,25263,9.840000153
1703745269,26749,9.909999847
1703745274,27246,9.920000076
1703745277,27742,9.930000305
1703745281,28240,9.93999958
1703745284,28735,9.930000305
1703745295,30221,9.890000343
1703745299,30718,9.930000305
1703745306,31711,9.930000305
1703745313,32705,9.93999958
1703745317,33204,9.979999542
1703745321,33700,9.949999809
1703745325,34196,9.920000076
1703745328,34692,9.920000076
1703745335,35688,9.960000038
1703745339,36181,9.909999847
1703745342,36677,9.890000343
1703745346,37172,9.909999847
1703745354,38161,9.890000343
1703745362,39156,9.949999809
1703745365,39654,9.960000038
1703745373,40648,9.93999958
1703745384,42134,9.909999847
1703745388,42633,9.909999847
1703745391,43126,9.920000076
1703745395,43625,9.920000076
1703745398,44118,9.920000076
1703745402,44608,9.829999924
1703745419,47094,9.93999958
1703745437,49565,9.890000343
1703745448,51058,9.960000038
1703745455,52046,9.880000114
1703745459,52544,9.93999958
1703745462,53039,9.930000305
1703745487,56504,9.920000076
1703745498,57990,9.909999847
1703745504,58974,9.840000153
1703745508,59468,9.81000042
1703745511,59958,9.840000153
1703745525,61947,9.930000305
1703745529,62442,9.920000076
1703745532,62929,9.819999695
1703745543,64421,9.949999809
1703745547,64915,9.930000305
1703745558,66394,9.840000153
1703745573,68388,9.949999809
1703745580,69382,9.93999958
1703745587,70376,9.93999958
1703745591,70874,9.960000038
1703745594,71368,9.920000076
1703745598,71860,9.859999657
1703745601,72358,9.899999619
1703745604,72851,9.909999847
1703745611,73836,9.850000381
1703745618,74829,9.930000305
1703745629,76316,9.880000114
1703745633,76815,9.909999847
1703745636,77313,9.970000267
1703745643,78300,9.869999886
1703745647,78794,9.880000114
1703745651,79293,9.930000305
1703745659,80283,9.899999619
1703745662,80771,9.81000042
1703745670,81762,9.909999847
1703745673,82258,9.909999847
1703745681,83247,9.890000343
1703745684,83736,9.869999886
1703745688,84236,9.890000343
1703745696,85229,9.930000305
1703745712,87199,9.81000042
1703745716,87689,9.800000191
1703745720,88185,9.859999657
1703745724,88682,9.930000305
1703745732,89675,9.930000305
1703745736,90171,9.930000305
1703745744,91164,9.930000305
1703745752,92151,9.869999886
1703745756,92646,9.859999657
1703745760,93144,9.930000305
1703745763,93643,9.970000267
1703745771,94626,9.829999924
1703745775,95122,9.829999924
1703745802,98595,9.93999958
1703745818,100576,9.880000114
1703745833,102565,9.909999847
1703745837,103060,9.909999847
1703745841,103556,9.909999847
1703745857,105532,9.829999924
1703745860,106020,9.829999924
1703745864,106517,9.850000381
1703745868,107011,9.909999847
1703745879,108499,9.93999958
1703745882,108994,9.909999847
1703745890,109981,9.869999886
1703745893,110479,9.960000038
1703745897,110975,9.93999958
1703745905,111958,9.829999924
1703745909,112454,9.880000114
1703745912,112950,9.920000076
1703745920,113943,9.930000305
1703745923,114437,9.909999847
1703745927,114930,9.869999886
1703745931,115420,9.829999924
1703745935,115913,9.829999924
1703745939,116410,9.899999619
1703745951,117900,9.93999958
1703745955,118397,9.960000038
1703745962,119393,9.960000038
