1703745097,1978,4.559999943
1703745104,2962,7.349999905
1703745108,3458,6.079999924
1703745115,4452,4.190000057
1703745122,5446,1.610000014
1703745125,5943,2.349999905
1703745128,6438,4.389999866
1703745132,6931,6.400000095
1703745135,7424,4.25
1703745139,7918,2.130000114
1703745142,8415,1.629999995
1703745145,8914,1.789999962
1703745149,9411,0.839999974
1703745152,9903,2.029999971
1703745156,10403,3.210000038
1703745162,11393,4.21999979
1703745169,12390,1.070000052
1703745173,12883,0.680000007
1703745190,15356,6.21999979
1703745193,15849,3.299999952
1703745200,16839,1.720000029
1703745204,17337,3.5
1703745211,18329,4.070000172
1703745221,19818,3.819999933
1703745225,20313,1.879999995
1703745231,21307,3.980000019
1703745235,21804,3.789999962
1703745238,22297,2.799999952
1703745242,22793,4.360000134
1703745248,23782,2.329999924
1703745255,24772,3.619999886
1703745259,25263,3.869999886
1703745269,26749,2.279999971
1703745274,27246,2.529999971
1703745277,27742,2.160000086
1703745281,28240,1.710000038
1703745284,28735,2.339999914
1703745295,30221,3.400000095
1703745299,30718,2.809999943
1703745306,31711,3.109999895
1703745313,32705,2.599999905
1703745317,33204,1.899999976
1703745321,33700,2.25999999
1703745325,34196,5.070000172
1703745328,34692,7.329999924
1703745335,35688,3.190000057
1703745339,36181,4.179999828
1703745342,36677,3.25999999
1703745346,37172,1.74000001
1703745354,38161,4.489999771
1703745362,39156,3.220000029
1703745365,39654,1.929999948
1703745373,40648,1.730000019
1703745384,42134,4.340000153
1703745388,42633,3.170000076
1703745391,43126,3.160000086
1703745395,43625,2.75999999
1703745398,44118,3.309999943
1703745402,44608,5.71999979
1703745419,47094,2.730000019
1703745437,49565,5.409999847
1703745448,51058,3.299999952
1703745455,52046,8.5
1703745459,52544,5.25
1703745462,53039,3.450000048
1703745487,56504,5.230000019
1703745498,57990,2.920000076
1703745504,58974,6.309999943
1703745508,59468,8.649999619
1703745511,59958,6.349999905
1703745525,61947,3.380000114
1703745529,62442,3.910000086
1703745532,62929,4.559999943
1703745543,64421,2.410000086
1703745547,64915,2.519999981
1703745558,66394,3.25
1703745573,68388,1.789999962
1703745580,69382,1.590000033
1703745587,70376,2.019999981
1703745591,70874,0.790000021
1703745594,71368,0.819999993
1703745598,71860,2.630000114
1703745601,72358,4.139999866
1703745604,72851,4.579999924
1703745611,73836,2.690000057
1703745618,74829,5.570000172
1703745629,76316,2.400000095
1703745633,76815,0.75
1703745636,77313,0.600000024
1703745643,78300,4.78000021
1703745647,78794,4.309999943
1703745651,79293,2.190000057
1703745659,80283,3.849999905
1703745662,80771,6.650000095
1703745670,81762,4.150000095
1703745673,82258,4.659999847
1703745681,83247,2.420000076
1703745684,83736,3.069999933
1703745688,84236,2.569999933
1703745696,85229,3.039999962
1703745712,87199,6.809999943
1703745716,87689,8.340000153
1703745720,88185,5.059999943
1703745724,88682,2.349999905
1703745732,89675,4.920000076
1703745736,90171,4.610000134
1703745744,91164,2.160000086
1703745752,92151,3.839999914
1703745756,92646,6.130000114
1703745760,93144,3.74000001
1703745763,93643,0.699999988
1703745771,94626,3.859999895
1703745775,95122,4.019999981
1703745802,98595,2.279999971
1703745818,100576,4.710000038
1703745833,102565,2.210000038
1703745837,103060,2.839999914
1703745841,103556,3.700000048
1703745857,105532,3.690000057
1703745860,106020,6.460000038
1703745864,106517,5.460000038
1703745868,107011,2.690000057
1703745879,108499,5.170000076
1703745882,108994,5.199999809
1703745890,109981,5.5
1703745893,110479,1.450000048
1703745897,110975,2.339999914
1703745905,111958,7.920000076
1703745909,112454,5.010000229
1703745912,112950,3.00999999
1703745920,113943,2.049999952
1703745923,114437,3.710000038
1703745927,114930,4.679999828
1703745931,115420,5.289999962
1703745935,115913,6.21999979
1703745939,116410,4.079999924
1703745951,117900,0.689999998
1703745955,118397,-0.270000011
1703745962,119393,2.779999971
1703745977,121370,5.099999905
1703745981,121864,4.03000021
1703745989,122856,2.74000001
1703745997,123852,2.680000067
1703746001,124349,3.25999999
1703746005,124843,5.920000076
1703746019,126823,2.339999914
1703746031,128312,3.809999943
1703746034,128809,3.130000114
1703746038,129306,2.410000086
1703746042,129804,1.200000048
1703746050,130798,3.730000019
1703746065,132767,4.340000153
1703746073,133757,3.789999962
1703746081,134743,5.820000172
1703746085,135241,3.130000114
1703746090,135738,3.059999943
1703746093,136233,4.019999981
1703746105,137716,5.960000038
1703746109,138213,4.539999962
